kol_username,month_start,year_start,month_end,year_end,total_posts_pr,total_posts_nonpr,unique_music_pr,unique_music_nonpr,ttSeller,commerceUser,emoji_count_pr,emoji_count_nonpr,hashtag_count_pr,hashtag_count_nonpr,word_count_no_emoji_hashtag_pr,word_count_no_emoji_hashtag_nonpr,early_morning_pr,pr_ratio_early_morning,early_morning_nonpr,morning_pr,pr_ratio_morning,morning_nonpr,afternoon_pr,pr_ratio_afternoon,afternoon_nonpr,evening_pr,pr_ratio_evening,evening_nonpr,late_night_pr,pr_ratio_late_night,late_night_nonpr,is_weekend_pr,pr_ratio_weekend,is_weekend_nonpr,is_trending_pr,pr_ratio_trending,is_trending_nonpr,duration_pr,duration_nonpr,diggCount_pr,diggCount_nonpr,shareCount_pr,shareCount_nonpr,collectCount_pr,collectCount_nonpr,commentCount_pr,commentCount_nonpr,playCount_pr,playCount_nonpr,isSlideshow_pr,pr_ratio_slideshow,isSlideshow_nonpr,isSponsored_pr,pr_ratio_sponsored,isSponsored_nonpr,e_outlier_pr,pr_ratio_e_outlier,e_outlier_nonpr,follower_change_in_input_window,pr_engagement_rate_input,pr_post_ratio,female_percent,vietnam_follower,EngagementRateOnPRPost_target
khietnhinhi,2,2024,7,2024,46,182,39,150,False,False,22,108,375,1558,503,2434,0,0.0,0,5,0.108695652173913,31,16,0.3478260869565217,63,22,0.4782608695652174,73,3,0.0652173913043478,15,13,0.2826086956521739,48,7,0.1521739130434782,27,2277,7806,104591,778394,7455,35814,16728,115773,4342,10895,27504011,21426343,0,0.0,7,0,0.0,0,5,0.108695652173913,25,17010.0,0.0048398759002823,0.2017543859649122,,,0.0035926258009491
khietnhinhi,3,2024,8,2024,48,181,40,150,False,False,22,100,394,1504,532,2291,0,0.0,1,5,0.1041666666666666,30,16,0.3333333333333333,64,22,0.4583333333333333,73,5,0.1041666666666666,13,14,0.2916666666666667,52,7,0.1458333333333333,20,2410,7845,124023,788548,8352,37555,20969,112992,5260,10260,28795211,20347320,0,0.0,9,0,0.0,0,6,0.125,24,17167.0,0.0055079992294552,0.2096069868995633,,,0.0038926252095658
khietnhinhi,4,2024,9,2024,41,159,35,132,False,False,16,80,324,1295,443,2018,0,0.0,1,3,0.073170731707317,27,12,0.2926829268292683,57,21,0.5121951219512195,62,5,0.1219512195121951,12,11,0.2682926829268293,44,5,0.1219512195121951,14,2104,6990,116286,706307,7801,33991,20062,105230,4723,8318,25856811,17267220,0,0.0,9,0,0.0,0,4,0.0975609756097561,21,15471.0,0.0057575545569018,0.205,,,0.0065647920820293
khietnhinhi,5,2024,10,2024,33,143,29,120,False,False,10,65,242,1072,322,1675,0,0.0,1,1,0.0303030303030303,20,10,0.303030303030303,54,17,0.5151515151515151,58,5,0.1515151515151515,10,9,0.2727272727272727,38,3,0.0909090909090909,12,1738,6183,95847,687607,6692,32741,17004,101322,4400,7551,20821411,16273054,0,0.0,9,0,0.0,0,5,0.1515151515151515,19,14143.0,0.005952670546679,0.1875,,,0.0106453077911715
khietnhinhi,6,2024,11,2024,37,115,30,100,False,False,10,50,246,759,361,1133,0,0.0,1,3,0.081081081081081,19,12,0.3243243243243243,40,18,0.4864864864864865,47,4,0.1081081081081081,8,13,0.3513513513513513,29,1,0.027027027027027,8,1935,4662,99538,642195,6619,32134,17553,98074,4056,6970,22988211,15428279,0,0.0,7,0,0.0,0,5,0.1351351351351351,18,10844.0,0.0055578922605156,0.2434210526315789,,,0.0167676279057376
khietnhinhi,7,2024,12,2024,34,97,28,84,False,False,9,42,214,596,319,874,0,0.0,1,3,0.088235294117647,16,11,0.3235294117647059,34,17,0.5,39,3,0.088235294117647,7,12,0.3529411764705882,24,1,0.0294117647058823,8,1782,3778,91290,266565,5192,19583,16491,41234,3158,4262,22651911,7436148,0,0.0,7,0,0.0,0,4,0.1176470588235294,13,8366.0,0.0051267639185055,0.2595419847328244,,,0.0148315376514725
khietnhinhi,8,2024,1,2025,27,78,23,66,False,False,10,35,152,427,249,672,0,0.0,1,5,0.1851851851851851,11,7,0.2592592592592592,27,12,0.4444444444444444,34,3,0.1111111111111111,5,9,0.3333333333333333,23,2,0.074074074074074,7,1352,2897,57049,273619,3576,19823,10392,43280,1991,4210,8560769,7263897,0,0.0,6,1,0.037037037037037,0,4,0.1481481481481481,12,7356.0,0.0085282058188931,0.2571428571428571,,,0.0138539394536317
hoangminhngoc21,1,2024,6,2024,16,130,16,125,False,False,6,61,65,415,221,1747,0,0.0,0,6,0.375,37,4,0.25,40,6,0.375,51,0,0.0,2,6,0.375,39,4,0.25,28,1005,7737,352184,3481705,2207,48896,21246,477526,1018,17357,10984100,70944700,0,0.0,12,0,0.0,3,2,0.125,14,16014.98717948718,0.0342909296164455,0.1095890410958904,86.0,95%,0.0248786494429135
hoangminhngoc21,2,2024,7,2024,15,123,15,121,False,False,4,55,59,380,198,1645,0,0.0,0,5,0.3333333333333333,37,4,0.2666666666666666,36,6,0.4,49,0,0.0,1,4,0.2666666666666666,38,1,0.0666666666666666,15,1164,7868,359392,3293566,3160,49172,25508,423827,1281,16341,11007200,65695600,0,0.0,12,0,0.0,3,1,0.0666666666666666,10,15321.589743589744,0.0353714841194854,0.108695652173913,86.0,95%,0.0108823395960364
hoangminhngoc21,3,2024,8,2024,17,129,17,128,False,False,4,46,66,397,216,1680,0,0.0,0,5,0.2941176470588235,46,4,0.2352941176470588,33,8,0.4705882352941176,49,0,0.0,1,5,0.2941176470588235,40,1,0.0588235294117647,8,1370,8556,492871,2922027,5142,48005,42971,355662,1735,14856,14753100,58579200,0,0.0,13,0,0.0,3,2,0.1176470588235294,9,15588.192307692309,0.0367867770163558,0.1164383561643835,86.0,95%,0.0110303700724054
hoangminhngoc21,4,2024,9,2024,19,125,19,124,False,False,2,39,69,370,231,1678,0,0.0,0,4,0.2105263157894736,44,5,0.2631578947368421,33,10,0.5263157894736842,48,0,0.0,0,4,0.2105263157894736,43,1,0.0526315789473684,8,1557,9973,360592,2537216,5069,46967,37900,322424,1592,12987,15927600,49453200,0,0.0,10,0,0.0,3,1,0.0526315789473684,7,15990.794871794871,0.0254371656746779,0.1319444444444444,86.0,95%,0.0094525258673158
hoangminhngoc21,5,2024,10,2024,19,121,19,120,False,False,4,33,71,363,220,1550,0,0.0,0,2,0.1052631578947368,48,5,0.2631578947368421,28,12,0.631578947368421,44,0,0.0,1,4,0.2105263157894736,37,1,0.0526315789473684,8,1674,9752,370123,2386663,5553,46147,41111,291932,1784,12845,16248500,46011100,0,0.0,6,0,0.0,1,1,0.0526315789473684,5,16393.397435897437,0.025760593285534,0.1357142857142857,86.0,95%,0.0600247156768007
hoangminhngoc21,6,2024,11,2024,21,123,21,122,False,False,4,32,79,415,253,1775,0,0.0,0,1,0.0476190476190476,42,5,0.238095238095238,31,15,0.7142857142857143,48,0,0.0,2,4,0.1904761904761904,39,1,0.0476190476190476,24,1760,10082,500327,2403188,7435,44935,54159,271524,2113,24709,36215500,45068800,0,0.0,5,0,0.0,0,3,0.1428571428571428,9,16490.384615384617,0.0155743811351493,0.1458333333333333,86.0,95%,0.0517205499814195
hoangminhngoc21,7,2024,12,2024,19,121,19,120,False,False,3,30,74,420,210,1758,0,0.0,1,0,0.0,40,4,0.2105263157894736,33,15,0.7894736842105263,45,0,0.0,2,4,0.2105263157894736,36,1,0.0526315789473684,29,1651,8914,467112,2328899,6857,41542,49173,252251,1918,23432,35626500,42017700,0,0.0,3,0,0.0,0,3,0.1578947368421052,9,16965.78205128205,0.0147379057723885,0.1357142857142857,86.0,95%,0.055326105127409
hoangminhngoc21,8,2024,1,2025,16,125,16,124,False,False,3,35,61,441,179,1836,0,0.0,1,0,0.0,36,2,0.125,37,14,0.875,49,0,0.0,2,4,0.25,37,1,0.0625,37,1295,9072,437987,2801253,5698,45276,43957,269814,1532,24232,33924900,50367700,0,0.0,3,0,0.0,0,1,0.0625,12,17659.17948717949,0.0144193203222411,0.1134751773049645,86.0,95%,0.0274533337612186
msquynhthie,1,2024,6,2024,4,10,4,10,False,False,4,17,16,27,56,84,0,0.0,1,1,0.25,1,0,0.0,5,3,0.75,3,0,0.0,0,1,0.25,3,1,0.25,5,342,513,269072,16553500,3040,164624,18207,663300,1070,48176,36372500,191354000,0,0.0,0,0,0.0,0,0,0.0,1,61488.77142857143,0.0080112447590899,0.2857142857142857,84.0,52%,0.0091834032140139
msquynhthie,2,2024,7,2024,5,8,5,8,False,False,5,16,19,23,64,62,0,0.0,1,1,0.2,1,0,0.0,5,4,0.8,1,0,0.0,0,1,0.2,2,1,0.2,3,406,427,282972,19463800,3248,181901,18866,773957,1270,63456,36952200,215154000,0,0.0,0,0,0.0,0,0,0.0,1,57062.514285714286,0.008290602453981,0.3846153846153846,84.0,52%,0.0084097852892408
msquynhthie,3,2024,8,2024,6,13,6,13,False,False,7,22,17,43,84,119,0,0.0,1,1,0.1666666666666666,2,0,0.0,5,4,0.6666666666666666,4,1,0.1666666666666666,1,1,0.1666666666666666,3,1,0.1666666666666666,4,512,760,284472,19111107,3353,188672,18107,779464,1275,65387,38097600,216105700,0,0.0,0,0,0.0,1,1,0.1666666666666666,2,50651.25714285715,0.0080636838016043,0.3157894736842105,84.0,52%,0.0082642059169793
msquynhthie,6,2024,11,2024,11,15,11,15,False,False,8,22,21,44,190,144,0,0.0,0,1,0.0909090909090909,1,1,0.0909090909090909,6,7,0.6363636363636364,5,2,0.1818181818181818,3,3,0.2727272727272727,2,1,0.0909090909090909,5,679,978,413311,4431007,3105,29083,14098,164610,1547,20533,50059800,48753300,0,0.0,0,0,0.0,1,1,0.0909090909090909,3,11774.057142857144,0.0086308974466538,0.4230769230769231,84.0,52%,0.0185788888888888
msquynhthie,7,2024,12,2024,9,14,9,14,False,False,7,17,17,41,168,129,0,0.0,0,0,0.0,2,1,0.1111111111111111,4,6,0.6666666666666666,5,2,0.2222222222222222,3,2,0.2222222222222222,2,0,0.0,4,494,882,252439,4711907,1746,29262,6113,167311,854,20522,27387300,51792000,0,0.0,0,0,0.0,1,1,0.1111111111111111,3,14306.314285714288,0.009535514636346,0.391304347826087,84.0,52%,0.0188653085828767
msquynhthie,8,2024,1,2025,8,16,8,15,False,False,6,19,14,49,160,145,0,0.0,0,0,0.0,2,1,0.125,4,5,0.625,7,2,0.25,3,2,0.25,2,0,0.0,5,430,977,238539,1879953,1538,12835,5454,55408,654,5341,26807600,25437300,0,0.0,0,0,0.0,1,0,0.0,2,18732.57142857143,0.0091834032140139,0.3333333333333333,84.0,52%,0.0201746821798814
goc.cua.ru,1,2024,6,2024,34,16,34,16,False,False,0,0,112,50,204,92,0,0.0,0,34,1.0,16,0,0.0,0,0,0.0,0,0,0.0,0,8,0.2352941176470588,7,1,0.0294117647058823,0,3278,1166,1967500,803600,53333,12232,146619,49893,16646,7900,50786700,14015700,0,0.0,0,0,0.0,0,2,0.0588235294117647,1,19287.0,0.0430053143834901,0.68,83.0,95%,0.0370153535446262
goc.cua.ru,2,2024,7,2024,34,17,34,17,False,False,0,2,112,52,210,104,0,0.0,0,34,1.0,17,0,0.0,0,0,0.0,0,0,0.0,0,8,0.2352941176470588,7,1,0.0294117647058823,1,3330,1415,1899600,782070,53116,12545,137921,49400,15616,7771,53220500,12790700,0,0.0,1,0,0.0,0,4,0.1176470588235294,2,18387.0,0.0395759716650538,0.6666666666666666,83.0,95%,0.0396555675459187
goc.cua.ru,3,2024,8,2024,42,16,42,16,False,False,0,2,142,51,246,105,0,0.0,0,42,1.0,16,0,0.0,0,0,0.0,0,0,0.0,0,9,0.2142857142857142,7,1,0.0238095238095238,1,3880,1315,2230300,710470,63345,12945,163469,46134,20644,7343,60805600,11594300,0,0.0,1,0,0.0,0,5,0.119047619047619,0,25419.0,0.0407488455010722,0.7241379310344828,83.0,95%,0.031611056549815
goc.cua.ru,4,2024,9,2024,46,13,46,13,False,False,0,2,166,43,266,87,0,0.0,0,46,1.0,13,0,0.0,0,0,0.0,0,0,0.0,0,8,0.1739130434782608,6,1,0.0217391304347826,1,4196,1009,2310300,558470,65733,9323,174785,34633,20999,5992,56858400,9207800,0,0.0,1,0,0.0,0,7,0.1521739130434782,0,30821.0,0.0452319622078707,0.7796610169491526,83.0,95%,0.0390062431592909
goc.cua.ru,5,2024,10,2024,52,11,52,11,False,False,0,5,183,40,280,83,0,0.0,0,52,1.0,11,0,0.0,0,0,0.0,0,0,0.0,0,11,0.2115384615384615,3,1,0.0192307692307692,1,4238,870,2362000,426570,67208,8483,182149,28807,22919,13538,68594400,7681800,0,0.0,1,0,0.0,0,7,0.1346153846153846,2,41839.0,0.0384036597739757,0.8253968253968254,83.0,95%,0.0379388453060166
goc.cua.ru,6,2024,11,2024,52,10,52,10,False,False,0,5,194,39,269,82,0,0.0,0,52,1.0,10,0,0.0,0,0,0.0,0,0,0.0,0,13,0.25,3,0,0.0,1,4366,1045,2304600,359270,63437,5131,195427,21921,24640,10563,64684100,5529300,0,0.0,1,0,0.0,0,6,0.1153846153846153,1,46389.0,0.0400114402148286,0.8387096774193549,83.0,95%,0.056288382125315
goc.cua.ru,7,2024,12,2024,52,7,52,7,False,False,0,5,205,29,274,60,0,0.0,0,52,1.0,7,0,0.0,0,0,0.0,0,0,0.0,0,13,0.25,2,0,0.0,1,4642,894,2122200,222570,47109,3503,182081,12954,22705,9776,69709900,3019300,0,0.0,1,0,0.0,0,6,0.1153846153846153,0,49008.0,0.0340567839001347,0.8813559322033898,83.0,95%,0.0588250442232945
goc.cua.ru,8,2024,1,2025,56,4,56,4,False,False,0,3,223,20,286,38,0,0.0,0,56,1.0,4,0,0.0,0,0,0.0,0,0,0.0,0,15,0.2678571428571428,1,0,0.0,0,5049,468,2303700,143600,53891,2439,213004,7027,24967,9159,68543800,2044300,0,0.0,0,0,0.0,0,8,0.1428571428571428,0,54292.0,0.0378672031606067,0.9333333333333332,83.0,95%,0.060826216555085
beautytips4.0,2,2024,7,2024,52,91,44,66,False,False,32,72,359,615,620,1100,0,0.0,0,2,0.0384615384615384,3,4,0.0769230769230769,8,46,0.8846153846153846,74,0,0.0,6,16,0.3076923076923077,26,10,0.1923076923076923,20,3882,6557,169072,287213,3034,4980,11281,19039,2518,4367,29528404,7928602,0,0.0,6,0,0.0,0,4,0.0769230769230769,9,-1220.0,0.0062958025093398,0.3636363636363636,,,0.0103499957196307
beautytips4.0,3,2024,8,2024,52,96,45,70,False,False,27,63,327,628,642,1203,0,0.0,0,2,0.0384615384615384,3,4,0.0769230769230769,7,46,0.8846153846153846,80,0,0.0,6,18,0.3461538461538461,26,9,0.173076923076923,16,4071,7244,182454,233971,3163,5145,11775,15854,2526,4004,30206400,6445968,0,0.0,6,0,0.0,0,4,0.0769230769230769,8,-2368.0,0.0066183987499337,0.3513513513513513,,,0.0132669642064257
beautytips4.0,4,2024,9,2024,59,85,54,66,False,False,30,53,371,502,760,1174,0,0.0,0,1,0.0169491525423728,2,6,0.1016949152542373,6,52,0.8813559322033898,73,0,0.0,4,20,0.3389830508474576,22,10,0.1694915254237288,15,5028,6740,178479,200742,3172,4405,11606,11075,2364,3134,30489053,5045798,0,0.0,3,0,0.0,0,2,0.0338983050847457,7,-3734.0,0.0064161061348806,0.4097222222222222,,,0.0123990588492588
beautytips4.0,5,2024,10,2024,80,73,75,57,False,False,59,42,538,442,1238,1061,0,0.0,0,1,0.0125,1,10,0.125,6,68,0.85,62,1,0.0125,4,26,0.325,18,8,0.1,12,6942,5992,177533,169881,3347,4302,12001,10364,2590,3030,29377693,4564898,0,0.0,3,0,0.0,0,8,0.1,6,-4808.0,0.0066537219243185,0.5228758169934641,,,0.0153987367901863
beautytips4.0,6,2024,11,2024,94,55,90,42,False,False,79,31,671,344,1841,839,0,0.0,0,2,0.0212765957446808,0,12,0.1276595744680851,3,78,0.8297872340425532,49,2,0.0212765957446808,3,32,0.3404255319148936,14,4,0.0425531914893617,7,8842,4491,142374,117497,3156,3136,8924,7717,2075,2599,26986892,3139911,0,0.0,2,0,0.0,0,13,0.1382978723404255,4,-4054.0,0.0058001862533855,0.6308724832214765,,,0.0153292878661734
beautytips4.0,7,2024,12,2024,115,41,112,32,False,False,118,27,866,268,2633,661,0,0.0,0,2,0.017391304347826,0,14,0.1217391304347826,2,96,0.8347826086956521,37,3,0.0260869565217391,2,37,0.3217391304347826,9,14,0.1217391304347826,2,11023,3435,125172,74343,2927,1411,8130,3804,2135,1164,11767420,1488818,0,0.0,2,0,0.0,0,10,0.0869565217391304,3,-4131.0,0.0117582273769441,0.7371794871794872,,,0.0211184599799768
beautytips4.0,8,2024,1,2025,131,29,130,25,False,False,137,21,993,192,3160,496,0,0.0,0,2,0.015267175572519,0,14,0.1068702290076335,1,112,0.8549618320610687,27,3,0.0229007633587786,1,39,0.2977099236641221,7,19,0.1450381679389313,2,12574,2461,114284,53193,3101,1525,8147,3170,2347,1177,11070791,1444736,0,0.0,1,0,0.0,0,9,0.0687022900763358,3,-4273.0,0.0115510264804023,0.81875,,,0.0209143278411014
chouchinchan,1,2024,6,2024,6,52,6,52,True,True,3,32,24,212,58,595,0,0.0,0,0,0.0,0,0,0.0,5,6,1.0,47,0,0.0,0,0,0.0,9,1,0.1666666666666666,9,671,5002,42464,315901,1682,7493,13427,47001,630,2898,1426500,8059344,0,0.0,0,0,0.0,0,1,0.1666666666666666,7,192427.7333333333,0.040801261829653,0.1034482758620689,90.0,93%,0.0318046993069701
chouchinchan,2,2024,7,2024,5,49,5,49,True,True,2,35,19,185,47,551,0,0.0,0,0,0.0,0,0,0.0,4,5,1.0,45,0,0.0,0,0,0.0,9,1,0.2,5,526,4375,29864,283757,1584,7091,10414,33931,534,2408,1053200,7395681,0,0.0,0,0,0.0,0,1,0.2,7,192427.7333333333,0.0402544625902012,0.0925925925925925,90.0,93%,0.0307509295371938
chouchinchan,3,2024,8,2024,7,59,7,59,True,True,3,42,27,224,63,637,0,0.0,0,0,0.0,1,1,0.1428571428571428,5,6,0.8571428571428571,53,0,0.0,0,0,0.0,13,1,0.1428571428571428,5,739,5589,30717,372884,1610,8030,10546,36027,554,2753,1129600,8906081,0,0.0,0,0,0.0,0,1,0.1428571428571428,7,192427.7333333333,0.0384445821529745,0.106060606060606,90.0,93%,0.0342734056970342
chouchinchan,4,2024,9,2024,10,59,10,59,True,True,5,38,42,211,106,589,0,0.0,0,0,0.0,2,3,0.3,7,7,0.7,50,0,0.0,0,2,0.2,12,1,0.1,5,1107,6635,86088,1134306,4190,51096,19879,183287,1403,10241,2796400,22984920,0,0.0,0,0,0.0,0,2,0.2,7,192427.7333333333,0.0398941496209412,0.144927536231884,90.0,93%,0.0394353864032539
chouchinchan,5,2024,10,2024,19,74,19,74,True,True,9,45,81,276,237,835,0,0.0,0,1,0.0526315789473684,2,9,0.4736842105263157,23,9,0.4736842105263157,47,0,0.0,2,4,0.2105263157894736,17,2,0.1052631578947368,10,3200,9966,706986,2676657,32953,179911,114663,390893,8625,28752,26785300,50038942,0,0.0,0,0,0.0,0,1,0.0526315789473684,11,192427.7333333333,0.0322276397874953,0.2043010752688172,90.0,93%,0.0408181699951421
chouchinchan,6,2024,11,2024,37,83,36,83,True,True,17,42,164,310,448,982,0,0.0,1,2,0.054054054054054,2,18,0.4864864864864865,29,17,0.4594594594594595,49,0,0.0,2,10,0.2702702702702703,23,5,0.1351351351351351,10,6418,11790,1380442,3373176,51555,207129,183099,455846,14046,33335,53143700,61424800,0,0.0,0,1,0.027027027027027,0,2,0.054054054054054,10,192427.7333333333,0.030655411648041,0.3083333333333333,90.0,93%,0.0405910537326294
chouchinchan,7,2024,12,2024,51,102,50,102,True,True,23,45,224,373,619,1212,0,0.0,1,3,0.0588235294117647,4,26,0.5098039215686274,42,22,0.4313725490196078,53,0,0.0,2,11,0.2156862745098039,29,7,0.1372549019607843,15,9852,15581,2299511,4440441,91110,310168,323913,528481,21890,44606,79622600,77016800,0,0.0,0,2,0.0392156862745098,0,4,0.0784313725490196,12,225885.44444444444,0.034367428343209,0.3333333333333333,90.0,93%,0.0360333678610577
chouchinchan,8,2024,1,2025,65,107,64,107,True,True,31,46,264,391,778,1274,0,0.0,1,3,0.0461538461538461,5,36,0.5538461538461539,51,25,0.3846153846153846,48,1,0.0153846153846153,2,15,0.2307692307692307,29,8,0.123076923076923,17,12796,16807,2975380,4757438,113601,317615,406833,552968,41766,46811,94711900,82900800,0,0.0,0,2,0.0307692307692307,0,6,0.0923076923076923,14,225614.1555555556,0.0373509558988891,0.377906976744186,90.0,93%,0.0444266666666666
ph.hoanganhh,1,2024,6,2024,21,89,13,68,False,False,22,101,92,286,248,931,0,0.0,1,0,0.0,0,0,0.0,25,20,0.9523809523809524,57,1,0.0476190476190476,6,4,0.1904761904761904,29,6,0.2857142857142857,20,1309,4503,196557,1140375,1112,4306,6665,32990,1413,8792,10062200,35419800,0,0.0,1,0,0.0,0,2,0.0952380952380952,11,-2026.5,0.0204475164476953,0.1909090909090909,,,0.0216538841490794
ph.hoanganhh,2,2024,7,2024,23,98,14,71,False,False,26,109,91,281,258,1002,0,0.0,1,0,0.0,0,0,0.0,27,22,0.9565217391304348,64,1,0.0434782608695652,6,6,0.2608695652173913,28,5,0.217391304347826,14,1524,4617,238046,1227279,1552,5420,9845,35267,1681,9098,14646500,38352600,0,0.0,1,0,0.0,0,3,0.1304347826086956,10,-2158.75,0.017145666200116,0.1900826446280991,,,0.0177256999471738
ph.hoanganhh,3,2024,8,2024,28,101,18,75,False,False,31,109,124,267,302,1019,0,0.0,1,0,0.0,0,1,0.0357142857142857,28,26,0.9285714285714286,68,1,0.0357142857142857,4,6,0.2142857142857142,30,7,0.25,8,1811,4648,267795,1051288,1637,5115,11061,30786,1808,8215,16124100,35698300,0,0.0,1,0,0.0,0,3,0.1071428571428571,11,-2138.0,0.0175080159512779,0.2170542635658914,,,0.0174281877568328
ph.hoanganhh,4,2024,9,2024,32,103,22,78,False,False,35,103,149,259,318,948,0,0.0,1,0,0.0,0,1,0.03125,27,31,0.96875,71,0,0.0,4,7,0.21875,27,7,0.21875,6,2055,4627,301295,1059249,1698,5235,12916,31368,1898,8100,17500000,35951100,0,0.0,1,0,0.0,0,3,0.09375,11,-2117.25,0.0181604,0.237037037037037,,,0.0184213133651528
ph.hoanganhh,5,2024,10,2024,35,101,23,76,False,False,37,99,163,239,330,1023,0,0.0,1,0,0.0,0,1,0.0285714285714285,27,34,0.9714285714285714,70,0,0.0,3,7,0.2,24,5,0.1428571428571428,8,2185,4211,321620,998715,1815,4650,14836,30287,2143,6992,19111700,35258600,0,0.0,1,0,0.0,0,3,0.0857142857142857,8,-2132.5,0.0178118116127817,0.2573529411764705,,,0.0212718602560087
ph.hoanganhh,6,2024,11,2024,37,96,28,77,False,False,39,91,183,215,329,940,0,0.0,1,0,0.0,1,1,0.027027027027027,23,36,0.972972972972973,68,0,0.0,3,6,0.1621621621621621,24,6,0.1621621621621621,6,2328,3819,230558,615075,1133,2931,13354,21213,1520,4517,15653400,19972800,0,0.0,0,0,0.0,0,1,0.027027027027027,5,-2054.75,0.0157515300190373,0.2781954887218045,,,0.0201283045550968
ph.hoanganhh,7,2024,12,2024,40,93,29,78,False,False,38,89,205,206,333,912,0,0.0,0,0,0.0,1,1,0.025,22,39,0.975,66,0,0.0,4,8,0.2,22,7,0.175,5,2330,4035,280473,568657,1212,2573,17680,21691,1529,3732,18121200,19009900,0,0.0,0,0,0.0,0,2,0.05,4,-2070.0,0.0166045295013575,0.3007518796992481,,,0.0183833575385939
ph.hoanganhh,8,2024,1,2025,40,87,32,77,False,False,36,83,213,208,337,915,0,0.0,0,0,0.0,1,2,0.05,19,38,0.95,64,0,0.0,3,5,0.125,23,8,0.2,11,2182,3584,293056,646071,1261,2540,18028,26914,1576,3733,16064200,19468000,0,0.0,0,0,0.0,0,1,0.025,6,-1899.0,0.0195416516228632,0.3149606299212598,,,0.0176661026875772
lethikhanhhuyen2004,1,2024,6,2024,0,42,0,41,False,False,0,30,0,23,0,389,0,0.0,0,0,0.0,3,0,0.0,8,0,0.0,30,0,0.0,1,0,0.0,14,0,0.0,11,0,2692,0,6372600,0,48164,0,109737,0,15718,0,118829400,0,0.0,2,0,0.0,0,0,0.0,1,-16748.0,0.0,0.0,71.0,92%,0.0572830769230769
lethikhanhhuyen2004,2,2024,7,2024,0,43,0,43,False,False,0,30,0,21,0,368,0,0.0,0,0,0.0,3,0,0.0,10,0,0.0,29,0,0.0,1,0,0.0,13,0,0.0,10,0,2527,0,6563400,0,52111,0,109315,0,15069,0,119498700,0,0.0,2,0,0.0,0,0,0.0,1,-15955.0,0.0,0.0,71.0,92%,0.0572830769230769
bychloenguyen,1,2024,6,2024,22,39,21,38,False,False,26,52,121,210,257,428,0,0.0,1,0,0.0,4,6,0.2727272727272727,8,16,0.7272727272727273,25,0,0.0,1,5,0.2272727272727272,6,5,0.2272727272727272,24,2043,2649,292507,328995,2688,5252,9590,15196,986,2000,45851300,11859200,0,0.0,2,0,0.0,0,3,0.1363636363636363,4,5744.38961038961,0.0066687531215036,0.360655737704918,86.0,89%,0.0085521025297369
bychloenguyen,2,2024,7,2024,19,40,17,39,False,False,25,61,104,215,209,468,0,0.0,1,0,0.0,5,4,0.2105263157894736,8,15,0.7894736842105263,25,0,0.0,1,3,0.1578947368421052,6,2,0.1052631578947368,19,1648,3208,263261,487110,2577,8965,8979,22237,838,2355,42032200,14427900,0,0.0,1,0,0.0,0,3,0.1578947368421052,6,5162.0,0.0065581863428514,0.3220338983050847,86.0,89%,0.0084704394671655
bychloenguyen,3,2024,8,2024,24,42,22,41,False,False,31,63,127,221,281,516,0,0.0,1,0,0.0,3,3,0.125,6,20,0.8333333333333334,30,1,0.0416666666666666,2,5,0.2083333333333333,6,2,0.0833333333333333,14,2053,3830,282269,1025828,2835,33849,9823,38294,958,6537,45380000,25106700,0,0.0,2,0,0.0,0,4,0.1666666666666666,2,5822.0,0.0065201630674305,0.3636363636363636,86.0,89%,0.008920766059629
bychloenguyen,4,2024,9,2024,22,47,20,46,False,False,28,72,118,246,258,550,0,0.0,1,0,0.0,2,2,0.0909090909090909,6,19,0.8636363636363636,35,1,0.0454545454545454,3,5,0.2272727272727272,10,2,0.0909090909090909,15,1935,4142,274142,1084747,2734,35280,9660,39027,915,6702,42890200,24014700,0,0.0,1,0,0.0,0,4,0.1818181818181818,2,6203.0,0.0067020205081813,0.3188405797101449,86.0,89%,0.007062527053083
bychloenguyen,5,2024,10,2024,24,57,23,57,False,False,29,86,127,298,287,724,0,0.0,2,1,0.0416666666666666,3,2,0.0833333333333333,7,20,0.8333333333333334,42,1,0.0416666666666666,3,5,0.2083333333333333,12,3,0.125,19,2038,4386,252233,1260891,3267,46356,9874,42197,992,7622,39690200,25347900,0,0.0,2,0,0.0,0,4,0.1666666666666666,4,7936.0,0.0067111276839118,0.2962962962962963,86.0,89%,0.0067100239722986
bychloenguyen,6,2024,11,2024,25,57,24,57,False,False,31,83,130,291,318,753,0,0.0,1,1,0.04,3,3,0.12,4,20,0.8,44,1,0.04,5,5,0.2,12,2,0.08,16,2304,3910,272548,1259516,3674,47531,10625,42282,1042,7667,42644300,24897300,0,0.0,2,0,0.0,0,5,0.2,5,8812.0,0.006750937405468,0.3048780487804878,86.0,89%,0.0093686868686868
bychloenguyen,7,2024,12,2024,21,64,21,63,False,False,26,94,109,326,288,844,0,0.0,1,1,0.0476190476190476,3,3,0.1428571428571428,5,16,0.7619047619047619,50,1,0.0476190476190476,5,5,0.238095238095238,14,2,0.0952380952380952,18,1995,4484,136107,1310407,2143,50235,5592,48079,769,8113,15891400,25946300,0,0.0,2,0,0.0,0,4,0.1904761904761904,4,9582.0,0.0090999534339328,0.2470588235294117,86.0,89%,0.0193841943209031
