kol_username,month_start,year_start,month_end,year_end,total_posts_pr,total_posts_nonpr,unique_music_pr,unique_music_nonpr,ttSeller,commerceUser,emoji_count_pr,emoji_count_nonpr,hashtag_count_pr,hashtag_count_nonpr,word_count_no_emoji_hashtag_pr,word_count_no_emoji_hashtag_nonpr,early_morning_pr,pr_ratio_early_morning,early_morning_nonpr,morning_pr,pr_ratio_morning,morning_nonpr,afternoon_pr,pr_ratio_afternoon,afternoon_nonpr,evening_pr,pr_ratio_evening,evening_nonpr,late_night_pr,pr_ratio_late_night,late_night_nonpr,is_weekend_pr,pr_ratio_weekend,is_weekend_nonpr,is_trending_pr,pr_ratio_trending,is_trending_nonpr,duration_pr,duration_nonpr,diggCount_pr,diggCount_nonpr,shareCount_pr,shareCount_nonpr,collectCount_pr,collectCount_nonpr,commentCount_pr,commentCount_nonpr,playCount_pr,playCount_nonpr,isSlideshow_pr,pr_ratio_slideshow,isSlideshow_nonpr,isSponsored_pr,pr_ratio_sponsored,isSponsored_nonpr,e_outlier_pr,pr_ratio_e_outlier,e_outlier_nonpr,follower_change_in_input_window,pr_engagement_rate_input,pr_post_ratio,female_percent,vietnam_follower,EngagementRateOnPRPost_target
bychloenguyen,8,2024,1,2025,22,71,22,70,False,False,27,99,112,363,304,935,0,0.0,1,1,0.0454545454545454,2,3,0.1363636363636363,7,17,0.7727272727272727,55,1,0.0454545454545454,6,5,0.2272727272727272,19,2,0.0909090909090909,22,2142,5133,146945,1475233,2239,54070,5886,51771,869,8474,19561900,28441300,0,0.0,2,0,0.0,0,5,0.2272727272727272,5,10660.0,0.0079715671790572,0.2365591397849462,86.0,89%,0.0137407481134294
nhatkycuameichan,1,2024,6,2024,3,135,3,124,False,False,1,119,17,270,77,2210,0,0.0,1,0,0.0,21,1,0.3333333333333333,50,2,0.6666666666666666,62,0,0.0,1,0,0.0,41,0,0.0,19,638,10070,241200,9052156,5964,89250,19578,488989,2410,47093,8400000,136949300,0,0.0,6,0,0.0,1,0,0.0,9,175374.0,0.0320419047619047,0.0217391304347826,,,0.0064473594681026
nhatkycuameichan,2,2024,7,2024,5,142,5,131,False,False,2,133,24,283,106,2269,0,0.0,0,0,0.0,23,1,0.2,53,4,0.8,65,0,0.0,1,0,0.0,43,0,0.0,19,928,10590,303200,9186556,6759,92297,24538,493365,2922,49448,11492800,137741800,0,0.0,8,0,0.0,1,0,0.0,11,184574.0,0.0293591639983293,0.0340136054421768,,,0.0043155810570551
nhatkycuameichan,3,2024,8,2024,7,141,7,133,False,False,4,141,36,309,151,2220,0,0.0,0,0,0.0,23,1,0.1428571428571428,54,6,0.8571428571428571,63,0,0.0,1,1,0.1428571428571428,43,0,0.0,13,1173,9989,375200,9641568,8125,85832,29838,481278,3512,55344,19694200,144749600,0,0.0,9,0,0.0,1,1,0.1428571428571428,12,193632.0,0.0211572442648089,0.0472972972972973,,,0.0033410844011097
nhatkycuameichan,4,2024,9,2024,7,135,7,129,False,False,3,143,34,321,149,2099,0,0.0,0,0,0.0,21,1,0.1428571428571428,52,6,0.8571428571428571,61,0,0.0,1,1,0.1428571428571428,38,0,0.0,15,1152,9630,264300,8233159,7462,72672,26315,387619,3384,48855,14235400,120819000,0,0.0,6,0,0.0,2,0,0.0,9,182217.0,0.0211768548828975,0.0492957746478873,,,0.0275854993160054
nhatkycuameichan,5,2024,10,2024,9,125,9,119,False,False,6,141,43,328,200,1874,0,0.0,0,0,0.0,23,2,0.2222222222222222,52,7,0.7777777777777778,49,0,0.0,1,1,0.1111111111111111,33,0,0.0,13,1334,8057,292100,8318723,7802,75131,27544,361017,3584,47952,26268200,120563600,0,0.0,5,0,0.0,1,1,0.1111111111111111,13,181045.0,0.0126019293289985,0.0671641791044776,,,0.0413360350783948
nhatkycuameichan,6,2024,11,2024,7,119,7,114,False,False,6,145,31,337,132,1813,0,0.0,0,0,0.0,24,2,0.2857142857142857,47,5,0.7142857142857143,47,0,0.0,1,1,0.1428571428571428,31,0,0.0,13,944,7413,184300,6853663,2592,66059,12540,312038,1492,42360,23668200,98211600,0,0.0,4,0,0.0,1,0,0.0,8,143045.0,0.0084891964745946,0.0555555555555555,,,0.0086299442975299
nhatkycuameichan,7,2024,12,2024,8,118,8,116,False,False,6,157,33,373,132,1876,0,0.0,0,0,0.0,22,2,0.25,54,6,0.75,41,0,0.0,1,1,0.125,28,1,0.125,14,944,7457,195800,6084274,2661,82272,13011,308048,1551,38550,24106800,88767500,1,0.125,5,0,0.0,4,2,0.25,8,122145.0,0.0088366353062206,0.0634920634920634,,,0.0124750280531999
nhatkycuameichan,8,2024,1,2025,6,124,6,120,False,False,5,179,26,413,103,2138,0,0.0,0,0,0.0,27,2,0.3333333333333333,58,4,0.6666666666666666,38,0,0.0,1,1,0.1666666666666666,30,1,0.1666666666666666,24,654,7338,133800,7136439,1866,114796,8051,389424,1039,40519,21014000,99789600,1,0.1666666666666666,3,0,0.0,4,1,0.1666666666666666,13,125545.0,0.0068885504901494,0.0461538461538461,,,0.0123219479386315
rosermae,1,2024,6,2024,39,70,39,70,False,True,22,45,290,452,468,1078,0,0.0,0,3,0.0769230769230769,6,10,0.2564102564102564,23,26,0.6666666666666666,40,0,0.0,1,11,0.282051282051282,23,5,0.1282051282051282,14,3588,8625,1631332,4543918,29801,61860,297930,1107984,23338,38970,56341900,100287600,0,0.0,2,0,0.0,0,4,0.1025641025641025,5,98451.8,0.0351851996471542,0.3577981651376147,92.0,94%,0.0202681016925345
rosermae,2,2024,7,2024,38,60,38,60,False,True,17,41,281,385,439,849,0,0.0,0,4,0.1052631578947368,5,7,0.1842105263157894,15,27,0.7105263157894737,38,0,0.0,2,11,0.2894736842105263,19,3,0.0789473684210526,9,3284,6146,1410905,1987364,27357,28790,231309,312606,20712,17470,51427800,44495600,0,0.0,2,0,0.0,0,3,0.0789473684210526,3,93267.4,0.0328671068954923,0.3877551020408163,92.0,94%,0.022781211978492
rosermae,3,2024,8,2024,45,61,45,61,False,True,14,32,321,397,536,767,0,0.0,0,5,0.1111111111111111,6,8,0.1777777777777777,12,32,0.7111111111111111,41,0,0.0,2,13,0.2888888888888888,20,6,0.1333333333333333,6,3754,6190,1176126,1590656,25473,26593,181653,240375,19656,15338,46712800,34641300,0,0.0,1,0,0.0,0,2,0.0444444444444444,3,86981.0,0.0300326248908222,0.4245283018867924,92.0,94%,0.0231713952584531
rosermae,4,2024,9,2024,46,63,46,63,False,True,14,32,317,406,560,831,0,0.0,0,5,0.108695652173913,8,10,0.217391304347826,15,31,0.6739130434782609,38,0,0.0,2,13,0.2826086956521739,20,6,0.1304347826086956,4,3802,6402,1121733,1641575,25814,42447,173091,242566,19072,16476,46114400,35197300,0,0.0,1,0,0.0,0,2,0.0434782608695652,4,72703.0,0.0290518796731606,0.4220183486238532,92.0,94%,0.027828951814557
rosermae,5,2024,10,2024,45,60,45,60,False,True,12,30,300,389,543,829,0,0.0,0,4,0.0888888888888888,6,10,0.2222222222222222,12,31,0.6888888888888889,40,0,0.0,2,12,0.2666666666666666,18,7,0.1555555555555555,5,3478,5451,818026,1203064,20280,35446,83056,162971,16290,13097,38028300,27835600,0,0.0,1,0,0.0,0,2,0.0444444444444444,5,46745.0,0.0246566898862163,0.4285714285714285,92.0,94%,0.0260551556265516
rosermae,6,2024,11,2024,39,60,39,60,False,True,12,26,264,384,478,836,0,0.0,0,3,0.0769230769230769,5,9,0.2307692307692307,11,27,0.6923076923076923,42,0,0.0,2,13,0.3333333333333333,18,5,0.1282051282051282,4,3157,5068,494070,1003834,13575,30688,57173,138605,12030,11192,25496600,24081900,0,0.0,1,1,0.0256410256410256,2,4,0.1025641025641025,9,20669.0,0.0226245067969846,0.3939393939393939,92.0,94%,0.0284451445042471
rosermae,7,2024,12,2024,34,61,34,61,False,True,8,21,221,395,435,820,0,0.0,0,4,0.1176470588235294,6,7,0.2058823529411764,10,23,0.6764705882352942,44,0,0.0,1,11,0.3235294117647059,18,5,0.1470588235294117,3,2861,5025,403225,821609,10712,28781,49895,128117,8748,8192,21820400,22312200,0,0.0,0,3,0.088235294117647,4,5,0.1470588235294117,7,16981.0,0.0216577147989954,0.3578947368421052,92.0,94%,0.0192491629090584
rosermae,8,2024,1,2025,36,60,36,60,False,True,11,20,234,376,444,796,0,0.0,0,2,0.0555555555555555,6,7,0.1944444444444444,12,26,0.7222222222222222,41,1,0.0277777777777777,1,12,0.3333333333333333,17,6,0.1666666666666666,3,3275,5548,532832,1422599,14723,50038,85922,356137,9186,10525,26188200,31435400,0,0.0,0,4,0.1111111111111111,4,3,0.0833333333333333,9,22165.4,0.0245401745824455,0.375,92.0,94%,0.0182763827526424
drkhonghanhnguyen,2,2024,7,2024,11,60,11,56,True,False,0,2,57,240,128,647,0,0.0,0,0,0.0,0,0,0.0,1,11,1.0,59,0,0.0,0,3,0.2727272727272727,12,1,0.0909090909090909,10,671,3452,82975,130695,2403,4283,8655,20359,2352,3054,7711700,5664400,0,0.0,5,0,0.0,1,2,0.1818181818181818,5,-912.0,0.012498541177691,0.1549295774647887,85.0,92%,0.003956366166385
drkhonghanhnguyen,3,2024,8,2024,12,63,12,60,True,False,0,2,63,254,144,718,0,0.0,0,0,0.0,0,0,0.0,1,12,1.0,62,0,0.0,0,4,0.3333333333333333,11,1,0.0833333333333333,9,751,4006,83447,127914,2441,4369,8725,19758,2378,3276,8329300,6241400,0,0.0,4,0,0.0,1,2,0.1666666666666666,6,-952.0,0.0116445559650871,0.16,85.0,92%,0.0025858849887976
drkhonghanhnguyen,6,2024,11,2024,7,69,7,66,True,False,0,2,30,284,91,733,0,0.0,0,0,0.0,0,0,0.0,0,7,1.0,67,0,0.0,2,3,0.4285714285714285,17,0,0.0,4,471,4700,13295,167851,444,5154,1322,15302,340,4579,2960500,9487900,0,0.0,1,0,0.0,0,1,0.1428571428571428,9,-912.0,0.0052021617969937,0.0921052631578947,85.0,92%,0.0169601794727986
drkhonghanhnguyen,7,2024,12,2024,5,74,5,71,True,False,0,2,22,306,57,813,0,0.0,0,0,0.0,0,0,0.0,0,5,1.0,72,0,0.0,2,2,0.4,18,0,0.0,5,388,5365,6936,143567,337,6787,1059,17116,235,4788,2629800,10045400,0,0.0,1,0,0.0,0,1,0.2,12,-912.0,0.0032576621796334,0.0632911392405063,85.0,92%,0.006410187906314
drkhonghanhnguyen,8,2024,1,2025,5,68,5,64,True,False,0,1,22,279,57,748,0,0.0,0,0,0.0,0,0,0.0,0,5,1.0,66,0,0.0,2,2,0.4,15,0,0.0,6,388,4971,6936,132664,337,6372,1059,16171,235,4788,2629800,9638700,0,0.0,1,0,0.0,0,1,0.2,11,-912.0,0.0032576621796334,0.0684931506849315,85.0,92%,0.0198615800135043
thaovann_0602,6,2024,11,2024,0,29,0,29,False,False,0,37,0,22,0,368,0,0.0,0,0,0.0,3,0,0.0,6,0,0.0,20,0,0.0,0,0,0.0,10,0,0.0,4,0,727,0,1380589,0,11031,0,70651,0,21668,0,24607600,0,0.0,1,0,0.0,0,0,0.0,0,600000.0,0.0,0.0,,,0.0382335329341317
thaovann_0602,7,2024,12,2024,0,24,0,24,False,False,0,27,0,16,0,282,0,0.0,0,0,0.0,4,0,0.0,5,0,0.0,15,0,0.0,0,0,0.0,8,0,0.0,2,0,580,0,880428,0,7076,0,42574,0,14069,0,15725900,0,0.0,2,0,0.0,0,0,0.0,0,600000.0,0.0,0.0,,,0.0367779325440254
thaovann_0602,8,2024,1,2025,0,26,0,26,False,False,0,32,0,16,0,289,0,0.0,0,0,0.0,4,0,0.0,5,0,0.0,17,0,0.0,0,0,0.0,10,0,0.0,3,0,630,0,830228,0,7810,0,41019,0,13253,0,14400900,0,0.0,1,0,0.0,0,0,0.0,0,600000.0,0.0,0.0,,,0.0390709114534991
emma1010_official,1,2024,6,2024,16,95,16,92,False,False,11,41,81,223,255,766,0,0.0,0,2,0.125,7,2,0.125,33,12,0.75,53,0,0.0,2,5,0.3125,30,10,0.625,19,1502,9006,200269,3188536,2023,65354,5350,92843,2221,44986,40462700,66320300,0,0.0,2,1,0.0625,0,3,0.1875,12,23137.07692307692,0.0051865792445882,0.1441441441441441,75.0,92%,0.0096222999879329
emma1010_official,2,2024,7,2024,13,88,13,87,False,False,10,41,63,193,224,893,0,0.0,0,2,0.1538461538461538,13,1,0.0769230769230769,29,10,0.7692307692307693,45,0,0.0,1,5,0.3846153846153846,25,7,0.5384615384615384,12,1269,7650,191338,2628557,1938,75441,5250,52786,1200,32822,36945700,53191800,0,0.0,3,0,0.0,0,2,0.1538461538461538,8,19186.0,0.0054059335727838,0.1287128712871287,75.0,92%,0.0069080042638305
emma1010_official,3,2024,8,2024,12,99,12,98,False,False,11,57,53,212,210,1057,0,0.0,0,2,0.1666666666666666,16,1,0.0833333333333333,34,9,0.75,48,0,0.0,1,4,0.3333333333333333,29,7,0.5833333333333334,16,1265,8069,173788,3243647,1815,160150,5132,68219,1098,31866,32571100,61471900,0,0.0,3,0,0.0,0,2,0.1666666666666666,9,17562.0,0.0055826484214533,0.1081081081081081,75.0,92%,0.0061087210055721
emma1010_official,4,2024,9,2024,12,109,12,107,False,False,10,69,52,223,207,1280,0,0.0,0,2,0.1666666666666666,19,1,0.0833333333333333,36,9,0.75,50,0,0.0,4,4,0.3333333333333333,33,7,0.5833333333333334,16,1311,8466,158165,3551998,1480,161588,4858,84380,926,29231,32502700,64831400,0,0.0,3,0,0.0,0,2,0.1666666666666666,10,18914.0,0.0050897002402877,0.0991735537190082,75.0,92%,0.0059117320944855
emma1010_official,5,2024,10,2024,11,119,11,117,False,False,11,86,47,245,182,1575,0,0.0,0,1,0.0909090909090909,22,1,0.0909090909090909,38,9,0.8181818181818182,54,0,0.0,5,2,0.1818181818181818,38,5,0.4545454545454545,17,1342,8578,101589,3844968,988,291128,1536,137675,905,34944,10530500,65191200,0,0.0,3,0,0.0,0,1,0.0909090909090909,15,20460.0,0.0099727458335311,0.0846153846153846,75.0,92%,0.0090100721738605
emma1010_official,6,2024,11,2024,11,121,11,117,False,False,11,94,48,242,173,1697,0,0.0,0,0,0.0,21,1,0.0909090909090909,40,10,0.9090909090909092,54,0,0.0,6,2,0.1818181818181818,39,3,0.2727272727272727,18,1422,10388,102589,4378903,652,476642,1978,160440,789,39157,11965600,68788600,0,0.0,2,1,0.0909090909090909,0,1,0.0909090909090909,15,20637.0,0.0088593969378886,0.0833333333333333,75.0,92%,0.0191828414428786
emma1010_official,7,2024,12,2024,11,136,11,124,False,False,10,109,50,271,237,2132,0,0.0,0,0,0.0,21,0,0.0,43,11,1.0,61,0,0.0,11,1,0.0909090909090909,42,3,0.2727272727272727,30,1247,11655,99864,5481360,1253,493596,3693,208098,779,46452,17340900,89069800,0,0.0,3,1,0.0909090909090909,0,0,0.0,19,21793.0,0.006089014987688,0.0748299319727891,75.0,92%,0.0447190412782956
emma1010_official,8,2024,1,2025,14,147,14,134,False,False,12,115,62,315,288,2128,0,0.0,0,1,0.0714285714285714,16,0,0.0,47,13,0.9285714285714286,71,0,0.0,13,3,0.2142857142857142,46,5,0.3571428571428571,39,1502,12156,124254,5697598,1717,508959,4438,218677,1676,45907,19222000,92014200,0,0.0,2,1,0.0714285714285714,0,0,0.0,16,24128.0,0.0068715534283633,0.0869565217391304,75.0,92%,0.0205598243688254
bylinhtruong,1,2024,6,2024,2,23,2,23,False,True,1,9,3,80,62,337,0,0.0,0,1,0.5,3,0,0.0,5,1,0.5,9,0,0.0,6,2,1.0,3,1,0.5,8,125,2638,24728,54301,32,214,278,952,45,360,305900,2461599,0,0.0,0,0,0.0,0,0,0.0,2,385.0,0.0819973847662634,0.08,74.0,94%,0.0033294545454545
bylinhtruong,2,2024,7,2024,3,20,3,20,False,True,1,11,6,69,68,292,0,0.0,0,1,0.3333333333333333,3,0,0.0,6,2,0.6666666666666666,9,0,0.0,2,2,0.6666666666666666,1,1,0.3333333333333333,6,200,2256,60028,44711,147,457,882,2744,66,388,2605900,902631,0,0.0,0,0,0.0,0,0,0.0,2,346.0,0.0234556199393683,0.1304347826086956,74.0,94%,0.0034189470004466
bylinhtruong,3,2024,8,2024,4,24,4,24,False,True,1,12,8,81,93,372,0,0.0,0,1,0.25,4,0,0.0,7,3,0.75,11,0,0.0,2,2,0.5,3,2,0.5,5,287,2631,70428,58230,192,548,1126,2977,79,502,3705900,1020950,0,0.0,0,0,0.0,0,0,0.0,3,421.0,0.0193812569146496,0.1428571428571428,74.0,94%,0.0044065019335387
bylinhtruong,4,2024,9,2024,4,29,4,29,False,True,1,11,8,85,93,442,0,0.0,0,1,0.25,6,0,0.0,8,3,0.75,12,0,0.0,3,2,0.5,4,2,0.5,4,287,3094,70428,85673,192,1180,1126,3735,79,608,3705900,1142050,0,0.0,0,0,0.0,0,0,0.0,1,497.0,0.0193812569146496,0.1212121212121212,74.0,94%,0.0309218272598554
bylinhtruong,5,2024,10,2024,6,39,6,36,False,True,1,13,13,106,140,550,0,0.0,1,1,0.1666666666666666,8,0,0.0,10,4,0.6666666666666666,16,1,0.1666666666666666,4,3,0.5,4,2,0.3333333333333333,4,390,3934,93943,103415,746,1429,2950,5786,108,818,13605900,1355300,0,0.0,0,0,0.0,0,0,0.0,1,676.0,0.0071841627529233,0.1333333333333333,74.0,94%,0.0341284306453322
bylinhtruong,6,2024,11,2024,6,47,6,43,False,True,0,14,13,109,109,579,0,0.0,3,1,0.1666666666666666,9,0,0.0,11,4,0.6666666666666666,18,1,0.1666666666666666,6,2,0.3333333333333333,5,2,0.3333333333333333,2,406,4347,100639,128968,767,1735,3024,6567,99,964,13799800,2040733,0,0.0,0,0,0.0,0,0,0.0,2,766.0,0.0075746749952897,0.1132075471698113,74.0,94%,0.0362188612099644
bylinhtruong,7,2024,12,2024,6,57,6,53,False,True,0,16,15,117,93,819,0,0.0,3,0,0.0,10,0,0.0,13,5,0.8333333333333334,24,1,0.1666666666666666,7,1,0.1666666666666666,8,1,0.1666666666666666,8,441,5165,89839,134529,808,1827,3043,6800,113,1058,14079900,2187096,0,0.0,0,0,0.0,0,1,0.1666666666666666,1,886.0,0.0066621922030696,0.0952380952380952,74.0,94%,0.0020116350275566
bylinhtruong,8,2024,1,2025,6,58,6,53,False,True,0,14,15,98,94,821,0,0.0,3,0,0.0,12,0,0.0,11,5,0.8333333333333334,25,1,0.1666666666666666,7,1,0.1666666666666666,9,1,0.1666666666666666,9,464,5383,74639,124365,731,1592,2655,5083,93,906,12341900,1867460,0,0.0,0,0,0.0,0,0,0.0,2,901.0,0.0063294954585598,0.09375,74.0,94%,0.0115346687211094
blingbabi_,1,2024,6,2024,9,79,7,63,False,False,12,98,26,111,128,721,0,0.0,0,1,0.1111111111111111,8,2,0.2222222222222222,29,6,0.6666666666666666,41,0,0.0,1,3,0.3333333333333333,21,2,0.2222222222222222,25,686,3525,100239,5967038,755,93867,1430,266932,373,27112,5815600,76239700,0,0.0,7,0,0.0,0,1,0.1111111111111111,12,45027.57142857142,0.0176760781346722,0.1022727272727272,,,0.0148541872465226
blingbabi_,2,2024,7,2024,10,66,8,55,False,False,14,79,28,88,148,446,0,0.0,1,1,0.1,5,3,0.3,29,6,0.6,30,0,0.0,1,3,0.3,22,2,0.2,15,797,2624,83313,9935069,1282,150935,2324,557229,835,37213,7487000,103947700,0,0.0,6,0,0.0,0,0,0.0,9,40250.04761904762,0.0117208494724188,0.131578947368421,,,0.0145744923035613
blingbabi_,3,2024,8,2024,11,67,9,55,False,False,15,82,33,103,156,505,0,0.0,1,1,0.0909090909090909,6,3,0.2727272727272727,30,7,0.6363636363636364,29,0,0.0,1,3,0.2727272727272727,21,3,0.2727272727272727,16,909,2901,84259,9718530,1290,148588,2374,524926,848,36052,7713500,101002900,0,0.0,3,0,0.0,0,0,0.0,9,37333.52380952381,0.0115085240163349,0.141025641025641,,,0.0099736879611458
blingbabi_,4,2024,9,2024,16,64,11,47,False,False,22,73,47,105,196,507,1,0.0625,1,1,0.0625,4,6,0.375,30,8,0.5,28,0,0.0,1,2,0.125,21,3,0.1875,11,1190,2986,221619,9570749,2813,147365,7988,521032,1566,35475,15039000,99678200,0,0.0,4,0,0.0,0,2,0.125,11,34635.0,0.0155586142695657,0.2,,,0.0089629470364796
blingbabi_,5,2024,10,2024,17,72,9,57,False,False,22,88,46,133,189,532,1,0.0588235294117647,1,1,0.0588235294117647,9,7,0.4117647058823529,35,8,0.4705882352941176,26,0,0.0,1,2,0.1176470588235294,21,3,0.1764705882352941,27,1227,2986,274927,7460915,5027,123891,10899,438389,2000,26718,22052600,82678400,0,0.0,3,0,0.0,0,1,0.0588235294117647,11,58094.66666666666,0.01327974932661,0.1910112359550561,,,0.0059894748382852
blingbabi_,6,2024,11,2024,18,88,10,67,False,False,21,114,46,171,197,690,1,0.0555555555555555,1,1,0.0555555555555555,11,7,0.3888888888888889,41,9,0.5,34,0,0.0,1,2,0.1111111111111111,26,4,0.2222222222222222,32,1285,3540,278164,10525226,4671,177209,10857,621503,2000,33362,21212100,102042700,0,0.0,3,0,0.0,0,1,0.0555555555555555,15,65198.19047619047,0.0139397796540653,0.1698113207547169,,,0.0088172846889952
blingbabi_,7,2024,12,2024,16,83,8,63,False,False,18,111,41,170,166,669,1,0.0625,1,1,0.0625,11,7,0.4375,41,7,0.4375,29,0,0.0,1,1,0.0625,23,3,0.1875,36,1029,3118,263066,11382172,4592,183393,10601,680718,1746,37297,20304600,105061600,0,0.0,2,0,0.0,0,1,0.0625,14,68114.71428571428,0.0137902248751514,0.1616161616161616,,,0.0785814907275321
blingbabi_,8,2024,1,2025,14,83,6,65,False,False,15,111,33,189,137,676,1,0.0714285714285714,0,0,0.0,12,7,0.5,38,6,0.4285714285714285,31,0,0.0,2,2,0.1428571428571428,19,2,0.1428571428571428,41,867,2861,239415,8006916,4039,148621,9848,438754,1302,29732,17693600,82080300,0,0.0,2,0,0.0,0,0,0.0,14,72892.23809523809,0.0143896098024144,0.1443298969072164,,,0.0069189822208027
thaonhileofficial,1,2024,6,2024,6,74,6,73,False,False,2,68,27,279,356,1360,0,0.0,1,0,0.0,8,2,0.3333333333333333,5,4,0.6666666666666666,59,0,0.0,1,2,0.3333333333333333,15,2,0.3333333333333333,30,334,2711,17239,309760,336,8162,1031,7849,73,3302,8524900,6308897,0,0.0,2,0,0.0,0,1,0.1666666666666666,8,6600.0,0.0021911107461671,0.075,,,0.0088634404050855
thaonhileofficial,2,2024,7,2024,4,64,4,63,False,False,0,58,19,237,41,1202,0,0.0,1,0,0.0,8,1,0.25,6,3,0.75,49,0,0.0,0,1,0.25,12,0,0.0,22,198,2381,15083,296055,325,7967,986,7067,59,3405,8088300,6334200,0,0.0,2,0,0.0,0,1,0.25,4,6600.0,0.0020341728175265,0.0588235294117647,,,0.0077960894213834
thaonhileofficial,3,2024,8,2024,4,63,4,63,False,False,0,52,19,236,41,1040,0,0.0,1,0,0.0,5,1,0.25,6,3,0.75,51,0,0.0,0,1,0.25,10,0,0.0,19,198,2710,15083,497086,325,18103,986,14570,59,5905,8088300,15231100,0,0.0,1,0,0.0,0,1,0.25,5,8700.0,0.0020341728175265,0.0597014925373134,,,0.0063698249513753
thaonhileofficial,4,2024,9,2024,5,62,5,62,False,False,2,54,28,220,71,972,0,0.0,1,0,0.0,5,1,0.2,6,4,0.8,50,0,0.0,0,1,0.2,8,0,0.0,17,345,2491,54376,503496,351,18408,1574,14935,489,5195,8527600,15959600,0,0.0,1,0,0.0,0,1,0.2,5,6600.0,0.0066595525118438,0.0746268656716417,,,0.0029328571428571
thaonhileofficial,6,2024,11,2024,5,72,5,72,False,False,4,68,26,255,77,1033,0,0.0,0,0,0.0,10,1,0.2,11,4,0.8,50,0,0.0,1,0,0.0,9,0,0.0,20,390,3227,60131,600290,384,18469,1569,16251,508,5773,8067400,18281000,0,0.0,0,0,0.0,0,1,0.2,6,6600.0,0.0077586335126558,0.0649350649350649,,,0.0044370128793322
thaonhileofficial,7,2024,12,2024,4,70,4,70,False,False,4,67,20,242,66,1206,0,0.0,0,0,0.0,11,1,0.25,11,3,0.75,47,0,0.0,1,0,0.0,11,0,0.0,19,284,3371,58286,550257,363,14817,1502,15936,494,4930,7778900,17100684,0,0.0,0,0,0.0,0,1,0.25,5,6600.0,0.0077960894213834,0.054054054054054,,,0.0052526338783123
thaonhileofficial,8,2024,1,2025,4,74,4,74,False,False,4,68,20,256,66,1263,0,0.0,0,0,0.0,15,1,0.25,12,3,0.75,46,0,0.0,1,0,0.0,13,0,0.0,24,284,3260,58286,545161,363,14730,1502,16379,494,4713,7778900,16982284,0,0.0,0,0,0.0,0,1,0.25,7,6600.0,0.0077960894213834,0.0512820512820512,,,0.005645247182036
lihtrag.0903,1,2024,6,2024,33,102,33,101,False,False,1,3,122,371,208,706,0,0.0,0,2,0.0606060606060606,13,7,0.2121212121212121,19,24,0.7272727272727273,70,0,0.0,0,10,0.303030303030303,29,7,0.2121212121212121,14,2604,7641,297716,941980,8816,29720,50339,162992,5717,15037,28649700,30564900,0,0.0,2,0,0.0,0,3,0.0909090909090909,14,34787.0,0.0126559091369194,0.2444444444444444,86.0,83%,0.0137636500228059
lihtrag.0903,2,2024,7,2024,36,98,36,97,False,False,1,3,139,353,230,676,0,0.0,0,2,0.0555555555555555,15,7,0.1944444444444444,19,27,0.75,64,0,0.0,0,9,0.25,26,8,0.2222222222222222,10,2857,7463,329820,894036,9942,29590,58951,150061,6062,14741,30054100,29008200,0,0.0,2,0,0.0,0,4,0.1111111111111111,13,31668.0,0.0134682123237761,0.2686567164179104,86.0,83%,0.0261343034612936
lihtrag.0903,3,2024,8,2024,42,100,42,99,False,False,1,1,163,355,281,695,0,0.0,0,3,0.0714285714285714,15,11,0.2619047619047619,23,28,0.6666666666666666,62,0,0.0,0,10,0.238095238095238,30,8,0.1904761904761904,10,3318,7707,298252,867686,9206,31901,47526,146798,5490,14540,29167800,28780300,0,0.0,1,0,0.0,0,3,0.0714285714285714,11,28176.0,0.0123586283504412,0.2957746478873239,86.0,83%,0.0328254152042551
lihtrag.0903,4,2024,9,2024,43,97,43,96,False,False,1,1,166,351,289,685,0,0.0,0,2,0.0465116279069767,9,14,0.3255813953488372,41,27,0.627906976744186,47,0,0.0,0,10,0.2325581395348837,28,7,0.1627906976744186,9,3354,7276,226406,571809,7484,26846,39162,96183,4890,11138,20431300,19264100,0,0.0,0,0,0.0,0,2,0.0465116279069767,11,22839.0,0.0136037354451258,0.3071428571428571,86.0,83%,0.0244489333163004
lihtrag.0903,5,2024,10,2024,43,103,43,101,False,False,1,3,175,372,313,770,0,0.0,0,2,0.0465116279069767,7,19,0.4418604651162791,55,22,0.5116279069767442,41,0,0.0,0,9,0.2093023255813953,33,6,0.1395348837209302,8,3276,7418,242789,550898,8482,28995,43011,104591,4730,12074,21534400,19805400,0,0.0,0,0,0.0,0,3,0.0697674418604651,11,21543.0,0.013885318374322,0.2945205479452055,86.0,83%,0.0234644394127967
lihtrag.0903,6,2024,11,2024,42,110,42,102,False,False,0,9,188,387,334,938,0,0.0,0,1,0.0238095238095238,7,23,0.5476190476190477,66,18,0.4285714285714285,37,0,0.0,0,9,0.2142857142857142,36,5,0.119047619047619,6,3113,7623,282529,718416,10611,35302,59644,134222,5108,13836,16153600,23458700,0,0.0,0,0,0.0,0,4,0.0952380952380952,13,20954.0,0.0221555566561014,0.2763157894736842,86.0,83%,0.0172504523232089
